ObjectId,stopdate,stoptime,streetnbr,streetdir,street,Min_,sex,race,ethnic,Year_of_birth,enfaction,rpmainid
6962,2018/10/23 00:00:00,900,1777,,BROADWAY,10,M,W,N,1962,N,9847
6963,2018/10/17 00:00:00,1010,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,H,1989,Y,9684
6964,2018/10/22 00:00:00,22,500,,BROADWAY,10,M,W,N,1992,Y,9784
6965,2018/10/21 00:00:00,2324,2699,,BROADWAY/ALPINE AVE,10,F,W,N,1996,Y,9785
6966,2018/10/22 00:00:00,810,1900,,FOOTHILLS PKWY,25,M,B,N,1980,N,9786
6967,2018/10/22 00:00:00,810,1900,,FOOTHILLS PKWY,35,M,B,N,1971,N,9787
6968,2018/10/22 00:00:00,810,1900,,FOOTHILLS PKWY,0,M,W,N,1968,N,9788
6969,2018/10/22 00:00:00,810,1900,,FOOTHILLS PKWY,35,F,W,N,1988,N,9789
6970,2018/10/22 00:00:00,745,1350,,FOLSOM ST,15,M,W,N,1964,N,9790
6971,2018/10/22 00:00:00,705,1505,,30TH ST,15,M,W,N,1963,N,9791
6972,2018/10/18 00:00:00,1750,,,30TH ST/BASELINE RD,10,M,W,N,1974,Y,9792
6973,2018/10/21 00:00:00,708,,,27TH WAY/MOORHEAD AVE,6,M,W,N,1962,N,9793
6974,2018/10/22 00:00:00,1047,305,,BROADWAY,10,M,W,N,1997,N,9794
6975,2018/10/22 00:00:00,1033,,,27TH ST/LASHLEY LN,10,M,W,N,1998,N,9795
6976,2018/10/22 00:00:00,1135,1560,,30TH ST/MARINE ST,20,M,W,N,1997,Y,9796
6977,2018/10/22 00:00:00,1500,2905,,PEARL ST,30,M,W,N,1981,Y,9797
6978,2018/10/18 00:00:00,1445,38000,,US HIGHWAY 36,5,M,A,N,1997,Y,9798
6979,2018/10/18 00:00:00,1506,38000,,US HIGHWAY 36,15,M,W,N,1992,N,9799
6980,2018/10/22 00:00:00,1101,1100 BLK,,S BROADWAY,15,M,W,N,1986,Y,9800
6981,2018/10/22 00:00:00,1520,,,55TH ST/ARAPAHOE AVE,5,M,B,N,1952,N,9801
6982,2018/10/22 00:00:00,1612,2999,,28TH ST/VALMONT RD,5,M,W,N,1985,N,9802
6983,2018/10/22 00:00:00,1630,1700,,30TH ST,9,M,W,N,1995,N,9803
6984,2018/10/22 00:00:00,2230,3100,,34TH ST,15,M,W,H,1999,Y,9804
6985,2018/10/22 00:00:00,2257,1800,,30TH ST,20,M,W,N,1967,N,9805
6986,2018/10/19 00:00:00,1733,,,FOOTHILLS PKWY/ARAPAHOE AVE,100,F,W,N,1971,Y,9806
6987,2018/10/19 00:00:00,1707,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,H,1986,N,9807
6988,2018/10/19 00:00:00,1445,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,H,1967,N,9808
6989,2018/10/19 00:00:00,1040,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1961,N,9809
6990,2018/10/19 00:00:00,1013,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1978,N,9810
6991,2018/10/19 00:00:00,1733,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1954,Y,9811
6992,2018/10/19 00:00:00,935,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1987,N,9812
6993,2018/10/19 00:00:00,1510,900,,FOOTHILLS PKWY,10,M,W,N,1965,Y,9813
6994,2018/10/19 00:00:00,1510,900,,FOOTHILLS PKWY,10,M,W,N,1987,N,9814
6995,2018/10/19 00:00:00,1510,900,,FOOTHILLS PKWY,10,M,W,N,1963,N,9815
6996,2018/10/19 00:00:00,1206,1599,,LEHIGH ST/HEIDELBERG DR,10,M,W,N,1960,Y,9816
6997,2018/10/19 00:00:00,1143,1599,,LEHIGH ST/HEIDELBERG DR,10,F,W,N,1972,Y,9817
6998,2018/10/23 00:00:00,900,5098,,BASELINE RD/MANHATTAN DR,10,F,W,N,1957,N,9818
6999,2018/10/23 00:00:00,944,2999,,47TH ST/VALMONT RD,10,M,A,N,1989,N,9819
7000,2018/10/23 00:00:00,959,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1972,N,9820
7001,2018/10/23 00:00:00,1040,2999,,CENTER GREEN CT/VALMONT RD,10,F,A,N,1998,Y,9821
7002,2018/10/23 00:00:00,1118,,,30TH ST/ARAPAHOE AVE,10,M,W,N,1996,Y,9822
7003,2018/10/23 00:00:00,1100,699,,22ND ST/BASELINE RD,10,F,W,N,2001,Y,9823
7004,2018/10/23 00:00:00,1005,599,,BROADWAY/BASELINE RD,10,F,W,N,1970,N,9824
7005,2018/10/23 00:00:00,947,899,,20TH ST/BROADWAY,10,M,W,N,1974,Y,9825
7006,2018/10/23 00:00:00,930,899,,20TH ST/BROADWAY,10,M,W,N,1991,Y,9826
7007,2018/10/23 00:00:00,828,2599,,BROADWAY/NORTH ST,10,F,W,N,1994,N,9827
7008,2018/10/23 00:00:00,819,2699,,BROADWAY/ALPINE AVE,10,F,W,N,1957,Y,9828
7009,2018/10/23 00:00:00,810,2399,,BROADWAY/HIGH ST,10,M,W,N,1964,Y,9829
7010,2018/10/23 00:00:00,1328,2519,,9TH ST/DEWEY AVE,10,F,W,N,1952,N,9830
7011,2018/10/17 00:00:00,1035,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,N,1995,Y,9685
7012,2018/10/24 00:00:00,2355,1099,,13TH ST/COLLEGE AVE,5,F,W,N,1978,N,9893
7013,2018/10/23 00:00:00,1340,1300,,CANYON BLVD,10,M,W,N,1979,N,9848
7014,2018/10/19 00:00:00,2100,2999,,47TH ST/VALMONT RD,10,F,W,N,1996,N,9742
7015,2018/10/17 00:00:00,1104,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,H,1986,N,9686
7016,2018/10/25 00:00:00,1656,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,H,1990,Y,9947
7017,2018/10/24 00:00:00,2226,1951,,BROADWAY/LAWRY LN,10,F,W,N,1997,Y,9894
7018,2018/10/23 00:00:00,1510,1505,,30TH ST,15,M,W,N,1962,N,9849
7019,2018/10/19 00:00:00,2123,2899,,VALMONT RD/29TH ST,7,M,W,N,2000,Y,9743
7020,2018/10/17 00:00:00,1133,,,FOOTHILLS PKWY/PEARL PKWY,15,F,W,N,1985,Y,9687
7021,2018/10/25 00:00:00,1600,800,,FOOTHILLS PKWY,10,M,W,H,2000,N,9948
7022,2018/10/25 00:00:00,731,2998,,DIAGONAL HWY/30TH ST,10,M,W,H,1967,Y,9895
7023,2018/10/23 00:00:00,740,1400,,FOLSOM ST,15,M,W,N,1988,N,9850
7024,2018/10/19 00:00:00,2150,2707,,VALMONT RD,5,F,W,H,1997,N,9744
7025,2018/10/17 00:00:00,1155,,,FOOTHILLS PKWY/PEARL PKWY,5,M,W,N,1961,N,9688
7026,2018/10/25 00:00:00,1545,800,,FOOTHILLS PKWY,10,F,W,N,1965,Y,9949
7027,2018/10/25 00:00:00,912,899,,20TH ST/BROADWAY,10,F,W,N,1973,N,9896
7028,2018/10/23 00:00:00,610,1505,,30TH ST,15,M,B,N,1970,N,9851
7029,2018/10/19 00:00:00,910,3000,,VALMONT RD,5,F,W,H,1975,Y,9745
7030,2018/10/17 00:00:00,1326,,,FOOTHILLS PKWY/PEARL PKWY,15,M,W,N,1989,Y,9689
7031,2018/10/25 00:00:00,1522,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1982,N,9950
7032,2018/10/25 00:00:00,1047,,,DARTMOUTH AVE/S BROADWAY,10,F,W,N,1991,Y,9897
7033,2018/10/25 00:00:00,1018,,,DARTMOUTH AVE/S BROADWAY,10,M,W,N,1988,Y,9898
7034,2018/10/25 00:00:00,1010,,,DARTMOUTH AVE/S BROADWAY,10,M,W,N,1971,N,9899
7035,2018/10/25 00:00:00,935,899,,20TH ST/BROADWAY,10,M,W,N,1983,N,9900
7036,2018/10/25 00:00:00,920,699,,20TH ST/BASELINE RD,10,M,W,N,1996,Y,9901
7037,2018/10/25 00:00:00,817,3003,,VALMONT RD,10,M,W,N,1952,N,9902
7038,2018/10/25 00:00:00,800,,,30TH ST/PEARL PKWY,10,M,W,N,1981,Y,9903
7039,2018/10/25 00:00:00,921,,,"US HWY 36, MM38.4",10,F,W,N,1973,N,9904
7040,2018/10/25 00:00:00,954,,,COLORADO AVE/28TH FRONTAGE RD,10,F,W,N,1960,N,9905
7041,2018/10/25 00:00:00,1122,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,2000,N,9906
7042,2018/10/25 00:00:00,1143,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1977,N,9907
7043,2018/10/25 00:00:00,1219,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1965,N,9908
7044,2018/10/25 00:00:00,1125,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,F,A,N,1999,Y,9909
7045,2018/10/25 00:00:00,1125,,,HWY 36 EB ON RP @ BASELINE WB/28TH ST,10,M,W,H,1994,Y,9910
7046,2018/10/25 00:00:00,1220,2626,,BASELINE RD,10,F,W,N,1994,N,9911
7047,2018/10/25 00:00:00,853,2999,,30TH ST/VALMONT RD,10,M,W,N,1997,N,9912
7048,2018/10/25 00:00:00,1120,1560,,30TH ST/MARINE ST,5,F,W,N,1973,N,9913
7049,2018/10/25 00:00:00,1007,1100 BLK,,S BROADWAY,15,M,W,N,1990,N,9914
7050,2018/10/25 00:00:00,1032,1400 BLK,,LEHIGH ST,5,M,W,N,1985,N,9915
7051,2018/10/25 00:00:00,1310,200 BLK,,FOOTHILLS PKY,15,F,W,N,1975,N,9916
7052,2018/10/25 00:00:00,1519,,,FOOTHILLS PKWY/PEARL PKWY,15,F,W,N,1981,Y,9917
7053,2018/10/25 00:00:00,1624,,,29TH ST/BASELINE RD,10,F,W,H,1998,N,9918
7054,2018/10/25 00:00:00,1526,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1980,N,9919
7055,2018/10/25 00:00:00,1552,699,,30TH ST/BASELINE RD,10,F,W,N,1979,Y,9920
7056,2018/10/25 00:00:00,1609,2900,,CANYON CREEK RD/BASELINE RD,10,M,W,N,1994,N,9921
7057,2018/10/25 00:00:00,1644,2900,,CANYON CREEK RD/BASELINE RD,10,M,W,N,1991,N,9922
7058,2018/10/25 00:00:00,1018,,,29TH ST/BASELINE RD,10,F,W,N,1996,Y,9923
7059,2018/10/25 00:00:00,1039,,,29TH ST/BASELINE RD,10,F,W,H,1967,N,9924
7060,2018/10/25 00:00:00,1314,1299,,17TH ST/ATHENS ST,10,F,W,N,1997,Y,9925
7061,2018/10/25 00:00:00,1302,1206,,17TH ST/HILLSIDE RD,10,M,W,N,1994,Y,9926
7062,2018/10/25 00:00:00,1243,1206,,17TH ST/HILLSIDE RD,10,M,W,N,1997,Y,9927
7063,2018/10/25 00:00:00,1235,1200,,17TH ST/UNIVERSITY AVE,10,M,W,N,1999,Y,9928
7064,2018/10/25 00:00:00,1218,1299,,17TH ST/ATHENS ST,10,M,W,N,1988,Y,9929
7065,2018/10/25 00:00:00,1207,1206,,17TH ST/HILLSIDE RD,10,F,W,N,1997,Y,9930
7066,2018/10/23 00:00:00,1450,1505,,30TH ST,15,M,W,N,1984,N,9852
7067,2018/10/25 00:00:00,1503,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1989,Y,9951
7068,2018/10/19 00:00:00,2110,3100,,34TH ST,5,M,W,H,1999,Y,9746
7069,2018/10/17 00:00:00,1526,200 BLK,,FOOTHILLS PKWY,15,F,W,N,1999,N,9690
7070,2018/10/25 00:00:00,1454,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1962,Y,9952
7071,2018/10/23 00:00:00,1450,1505,,30TH ST,15,M,W,N,1988,N,9853
7072,2018/10/19 00:00:00,1854,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,2002,Y,9747
7073,2018/10/17 00:00:00,1520,1698,,30TH ST/CANYON BLVD,10,F,W,N,1996,N,9691
7074,2018/10/25 00:00:00,1440,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1957,Y,9953
7075,2018/10/23 00:00:00,720,1300,,28TH ST,15,M,W,N,1990,N,9854
7076,2018/10/19 00:00:00,2309,1099,,13TH ST/COLLEGE AVE,12,M,W,N,1979,N,9748
7077,2018/10/17 00:00:00,1615,699,,30TH ST/BASELINE RD,10,M,W,N,1960,Y,9692
7078,2018/10/26 00:00:00,625,900,,WALNUT ST,12,F,W,N,1979,N,9954
7079,2018/10/23 00:00:00,720,1300,,28TH ST,15,F,W,N,1996,N,9855
7080,2018/10/19 00:00:00,2309,1099,,13TH ST/COLLEGE AVE,12,M,W,N,1997,N,9749
7081,2018/10/17 00:00:00,1550,3298,,TABLE MESA DR/YALE RD,10,M,A,N,1989,N,9693
7082,2018/10/26 00:00:00,625,900,,WALNUT ST,12,M,W,N,1971,N,9955
7083,2018/10/22 00:00:00,2310,,,500-BLK HWY 157,13,F,W,N,1992,Y,9856
7084,2018/10/19 00:00:00,2300,2798,,ARAPAHOE AVE,8,M,W,N,1982,N,9750
7085,2018/10/17 00:00:00,1533,3298,,TABLE MESA DR/YALE RD,10,M,W,N,1991,N,9694
7086,2018/10/26 00:00:00,650,1369,,28TH ST/TAFT DR,10,M,W,N,1966,N,9956
7087,2018/10/23 00:00:00,1540,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1968,Y,9857
7088,2018/10/10 00:00:00,800,299,,MANHATTAN DR/IROQUOIS DR,2,F,W,N,0,Y,9751
7089,2018/10/17 00:00:00,1510,1599,,LEHIGH ST/HEIDELBERG DR,10,F,W,N,1983,Y,9695
7090,2018/10/26 00:00:00,725,1400,,30TH ST,30,F,I,N,1971,N,9957
7091,2018/10/23 00:00:00,1510,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1963,Y,9858
7092,2018/10/20 00:00:00,1045,770,,28TH ST,10,F,W,H,2000,Y,9752
7093,2018/10/17 00:00:00,2105,3100,,34TH ST,30,M,W,H,1997,Y,9696
7094,2018/10/26 00:00:00,725,1400,,30TH ST,30,F,W,N,1966,N,9958
7095,2018/10/23 00:00:00,1525,3298,,TABLE MESA DR/YALE RD,10,F,W,N,1980,Y,9859
7096,2018/10/20 00:00:00,1025,2000,,30TH ST,10,M,W,N,1956,N,9753
7097,2018/10/17 00:00:00,2105,3100,,34TH ST,30,M,W,H,2000,N,9697
7098,2018/10/26 00:00:00,725,1400,,30TH ST,30,M,W,N,1966,N,9959
7099,2018/10/23 00:00:00,1615,,,DIAGONAL HWY/FOOTHILLS PKWY,10,M,W,N,1995,Y,9860
7100,2018/10/23 00:00:00,1605,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1986,N,9861
7101,2018/10/23 00:00:00,1550,,,DIAGONAL HWY/FOOTHILLS PKWY,10,F,W,N,1946,Y,9862
7102,2018/10/23 00:00:00,1105,1369,,28TH ST/TAFT DR,9,M,W,N,1998,Y,9863
7103,2018/10/23 00:00:00,1135,1369,,28TH ST/TAFT DR,9,F,W,N,1995,N,9864
7104,2018/10/23 00:00:00,1216,1369,,28TH ST/TAFT DR,9,M,W,N,1969,N,9865
7105,2018/10/23 00:00:00,1255,1369,,28TH ST/TAFT DR,9,F,A,N,1997,N,9866
7106,2018/10/23 00:00:00,1255,,,BROADWAY ST/DELWOOD,9,M,W,N,1996,N,9867
7107,2018/10/23 00:00:00,1320,2519,,9TH ST/DEWEY AVE,9,M,W,N,1959,Y,9868
7108,2018/10/23 00:00:00,1440,2519,,9TH ST/DEWEY AVE,8,F,W,N,1932,Y,9869
7109,2018/10/23 00:00:00,1550,2519,,9TH ST/DEWEY AVE,9,F,W,N,1992,Y,9870
7110,2018/10/23 00:00:00,1610,2519,,9TH ST/DEWEY AVE,9,F,W,N,1977,N,9871
7111,2018/10/23 00:00:00,1215,2900,,CANYON CREEK RD/BASELINE RD,10,M,W,H,1992,N,9872
7112,2018/10/23 00:00:00,1233,,,BASELINE RD/28TH ST,10,F,W,N,1935,Y,9873
7113,2018/10/23 00:00:00,1301,,,BASELINE RD/29TH ST,10,M,W,N,1941,N,9874
7114,2018/10/23 00:00:00,1452,2950,,BASELINE RD,15,M,W,N,1994,N,9875
7115,2018/10/23 00:00:00,1452,2950,,BASELINE RD,15,F,W,N,1988,Y,9876
7116,2018/10/23 00:00:00,1830,2999,,47TH ST/VALMONT RD,5,M,W,H,1980,N,9877
7117,2018/10/23 00:00:00,1105,1199,,VIOLET AVE/BROADWAY,10,F,W,N,1974,Y,9878
7118,2018/10/23 00:00:00,1720,1901,,63RD ST,40,M,W,N,1980,N,9879
7119,2018/10/23 00:00:00,1720,1901,,63RD ST,40,M,W,N,1990,N,9880
7120,2018/10/17 00:00:00,1830,3100,,34TH ST,30,M,W,H,2005,Y,9698
7121,2018/10/26 00:00:00,800,599,,27TH WAY/MOORHEAD AVE,10,M,W,N,1994,Y,9960
7122,2018/10/20 00:00:00,1224,7231,,DORAL DR/CLUBHOUSE DR,15,F,W,N,1981,Y,9754
7123,2018/10/17 00:00:00,1830,3100,,34TH ST,30,M,W,H,2005,Y,9699
7124,2018/10/26 00:00:00,950,,,48TH ST/ARAPAHOE AVE,10,M,W,N,1993,N,9961
7125,2018/10/20 00:00:00,1100,2425,,COLORADO AVE,10,M,W,N,1960,Y,9755
7126,2018/10/18 00:00:00,748,3599,,PEARL PKWY/FRONTIER AVE,15,M,W,N,1997,N,9700
7127,2018/10/26 00:00:00,1115,,,HWY 36 WB ON RP @ T MESA/TABLE MESA DR,10,F,W,N,1983,N,9962
7128,2018/10/20 00:00:00,1120,,,28TH ST/HWY 36 EB ON RP @ BASELINE WB,10,M,W,N,1991,Y,9756
7129,2018/10/18 00:00:00,848,400,,FOOTHILLS PKWY,5,F,W,N,1996,N,9701
7130,2018/10/26 00:00:00,1140,900,,28TH FRONTAGE RD,5,F,W,N,1993,Y,9963
7131,2018/10/20 00:00:00,710,1350,,COLLEGE AVE,15,M,W,H,1997,N,9757
7132,2018/10/18 00:00:00,744,,,26TH ST/PREMIER PL,8,F,W,N,1968,N,9702
7133,2018/10/26 00:00:00,1205,4400,,TABLE MESA DR,10,F,W,N,1993,Y,9964
7134,2018/10/20 00:00:00,1515,,,FOOTHILLS PKWY/VALMONT RD,10,F,W,N,1969,Y,9758
7135,2018/10/18 00:00:00,1055,3598,,TABLE MESA DR/STANFORD AVE,10,F,W,N,1997,Y,9703
7136,2018/10/26 00:00:00,1210,4300,,TABLE MESA DR,10,F,W,N,1965,N,9965
7137,2018/10/20 00:00:00,1735,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1988,N,9759
7138,2018/10/18 00:00:00,1238,,,FOOTHILLS PKWY/PEARL PKWY,15,F,A,N,1995,N,9704
7139,2018/10/26 00:00:00,1227,698,,FOOTHILLS PKWY/BASELINE RD,10,M,B,N,1964,N,9966
7140,2018/10/19 00:00:00,23,1505,,30TH ST,10,M,B,N,1984,,9760
7141,2018/10/18 00:00:00,1205,1299,,17TH ST/ATHENS ST,10,M,W,N,1996,Y,9705
7142,2018/10/26 00:00:00,1240,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1976,Y,9967
7143,2018/10/20 00:00:00,1838,5400,,VALMONT RD,7,M,W,N,1958,Y,9761
7144,2018/10/18 00:00:00,1138,1299,,17TH ST/ATHENS ST,10,M,W,N,1998,Y,9706
7145,2018/10/26 00:00:00,1318,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1996,N,9968
7146,2018/10/20 00:00:00,2142,2600,,VALMONT RD/FOLSOM ST,5,M,W,N,2002,Y,9762
7147,2018/10/18 00:00:00,1222,1499,,19TH ST/ARAPAHOE AVE,10,M,W,N,1998,Y,9707
7148,2018/10/26 00:00:00,1345,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1995,N,9969
7149,2018/10/20 00:00:00,2345,2999,,30TH ST/VALMONT RD,10,M,W,N,1999,N,9763
7150,2018/10/18 00:00:00,1250,,,FOOTHILLS PKWY/ARAPAHOE AVE,4,M,W,N,1968,N,9708
7151,2018/10/26 00:00:00,1545,2599,,FRONTIER AVE/PEARL PKWY,10,M,W,N,1987,Y,9970
7152,2018/10/19 00:00:00,1930,1505,,30TH ST,15,F,W,,1998,N,9764
7153,2018/10/18 00:00:00,1341,699,,30TH ST/BASELINE RD,10,F,W,N,1997,N,9709
7154,2018/10/26 00:00:00,1347,,,29TH ST/BASELINE RD,15,M,W,H,1972,N,9971
7155,2018/10/20 00:00:00,2100,1799,,BROADWAY/CANYON BLVD,10,M,W,N,1999,N,9765
7156,2018/10/18 00:00:00,1210,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1996,Y,9710
7157,2018/10/26 00:00:00,1327,,,29TH ST/BASELINE RD,10,M,W,N,1969,Y,9972
7158,2018/10/19 00:00:00,1553,1400,,1400 BLK PEARL ST,5,M,W,N,1959,N,9766
7159,2018/10/18 00:00:00,1312,499,,PAWNEE DR/MOHAWK DR,10,F,W,N,1981,Y,9711
7160,2018/10/26 00:00:00,1317,2900,,CANYON CREEK RD/BASELINE RD,10,M,W,N,1965,N,9973
7161,2018/10/06 00:00:00,1300,1799,,17TH ST/CANYON BLVD,5,M,W,N,1961,N,9767
7162,2018/10/18 00:00:00,1323,4698,,BASELINE RD/MOHAWK DR,10,F,W,N,1974,Y,9712
7163,2018/10/26 00:00:00,1520,2480,,BASELINE RD,10,M,W,N,1987,N,9974
7164,2018/10/07 00:00:00,1300,,,27TH WAY/BROADWAY,60,M,W,N,1962,Y,9768
7165,2018/10/18 00:00:00,1133,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1991,N,9713
7166,2018/10/26 00:00:00,1425,2480,,BASELINE RD,10,M,W,N,1992,Y,9975
7167,2018/10/26 00:00:00,1445,645,,27TH WAY,10,F,W,N,1969,N,9976
7168,2018/10/26 00:00:00,1500,645,,27TH WAY,10,M,W,N,1999,N,9977
7169,2018/10/26 00:00:00,1605,899,,DEWEY AVE/9TH ST,10,F,W,N,1962,Y,9978
7170,2018/10/26 00:00:00,1625,899,,DEWEY AVE/9TH ST,10,F,W,N,1948,Y,9979
7171,2018/10/26 00:00:00,1755,899,,DEWEY AVE/9TH ST,10,M,W,N,1998,Y,9980
7172,2018/10/20 00:00:00,936,,,US HIGHWAY 36/,5,M,W,N,1961,N,9769
7173,2018/10/18 00:00:00,1235,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1980,N,9714
7174,2018/10/18 00:00:00,1315,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1980,N,9715
7175,2018/10/18 00:00:00,1449,,,26TH ST/LINDEN AVE,7,F,B,N,1987,Y,9716
7176,2018/10/18 00:00:00,1518,2599,,KALMIA AVE/N 26TH ST,8,F,W,N,1968,N,9717
7177,2018/10/18 00:00:00,1525,3598,,PEARL PKWY/FRONTIER AVE,10,M,W,N,1990,N,9718
7178,2018/10/17 00:00:00,1500,4998,,BASELINE RD/FOOTHILLS PKWY,10,F,W,N,1985,N,9719
7179,2018/10/18 00:00:00,2015,,,17TH ST/ARAPAHOE,10,M,W,N,1999,Y,9720
7180,2018/10/19 00:00:00,1,2700,,IRIS AVE,7,M,W,N,1965,N,9721
7181,2018/10/19 00:00:00,1043,2899,,BASELINE RD/29TH ST,10,M,W,N,1976,N,9722
7182,2018/10/19 00:00:00,1056,2899,,BASELINE RD/29TH ST,10,M,W,N,1990,N,9723
7183,2018/10/21 00:00:00,905,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1982,Y,9770
7184,2018/10/19 00:00:00,1210,2598,,BASELINE RD/27TH WAY,10,M,W,N,1998,N,9724
7185,2018/10/21 00:00:00,1035,1777,,BROADWAY,10,M,W,N,1958,N,9771
7186,2018/10/19 00:00:00,1225,2598,,BASELINE RD/27TH WAY,10,F,W,N,1960,N,9725
7187,2018/10/21 00:00:00,1030,1777,,BROADWAY,10,M,W,N,1979,N,9772
7188,2018/10/19 00:00:00,1245,2598,,BASELINE RD/27TH WAY,10,F,W,N,1976,N,9726
7189,2018/10/21 00:00:00,1114,1200,,28TH ST,8,M,W,N,1997,Y,9773
7190,2018/10/19 00:00:00,1305,2598,,BASELINE RD/27TH WAY,10,F,W,N,1991,N,9727
7191,2018/10/17 00:00:00,1539,1800,,TABLE MESA DR,9,M,W,N,1951,Y,9774
7192,2018/10/19 00:00:00,1018,,,FOOTHILLS PKWY/VALMONT RD,10,M,A,N,1994,Y,9728
7193,2018/10/21 00:00:00,1155,3700,,DIAGONAL HWY,9,M,W,N,1958,N,9775
7194,2018/10/19 00:00:00,1056,,,DIAGONAL HWY/47TH ST,10,M,W,N,1990,Y,9729
7195,2018/10/21 00:00:00,1205,3700,,DIAGONAL HWY,9,M,W,N,1978,Y,9776
7196,2018/10/19 00:00:00,1440,1900,,ARAPAHOE AVE,10,M,W,N,1997,Y,9730
7197,2018/10/21 00:00:00,1214,3700,,DIAGONAL HWY,9,M,W,H,1965,N,9777
7198,2018/10/21 00:00:00,1230,2000,,FOOTHILLS PKWY,8,M,W,N,1995,Y,9778
7199,2018/10/19 00:00:00,1829,4600 BLK,,ST JOHNS AVE,5,M,W,N,1963,Y,9779
7200,2018/10/19 00:00:00,1646,878,,BROADWAY/20TH ST,10,F,W,N,1971,N,9780
7201,2018/11/10 00:00:00,2300,2000,,30TH ST,5,F,B,N,1989,N,10281
7202,2018/11/10 00:00:00,850,1228,,28TH ST/PENNSYLVANIA AVE,10,F,W,N,1954,N,10282
7203,2018/11/10 00:00:00,915,2900,,COLORADO AVE,5,M,W,N,1979,N,10283
7204,2018/11/10 00:00:00,932,1228,,28TH ST/PENNSYLVANIA AVE,10,M,W,N,1971,N,10284
7205,2018/11/10 00:00:00,1023,5700,,BASELINE RD,10,F,W,N,1997,Y,10285
7206,2018/11/11 00:00:00,2210,2499,,47TH ST/PEARL ST,10,M,W,N,1964,N,10286
7207,2018/11/10 00:00:00,745,4700,,WALNUT ST,10,M,W,H,1985,N,10381
7208,2018/11/11 00:00:00,1627,698,,FOOTHILLS PKWY/BASELINE RD,10,F,A,N,1997,Y,10287
7209,2018/11/11 00:00:00,2128,,,FOOTHILLS PKWY/FOOTHILLS NB OFF RP @ PEARL,10,M,W,N,1990,Y,10288
7210,2018/09/15 00:00:00,2225,499,,S 39TH ST/TABLE MESA DR,5,F,B,N,1959,Y,10289
7211,2018/11/10 00:00:00,750,4700,,WALNUT ST,10,M,W,N,1966,N,10382
7212,2018/09/15 00:00:00,2359,3698,,TABLE MESA DR/S BROADWAY,15,M,A,N,1996,Y,10290
7213,2018/11/10 00:00:00,1040,1900,,30TH ST,10,M,W,N,1968,Y,10383
7214,2018/09/16 00:00:00,19,899,,30TH ST/E AURORA AVE,7,F,W,N,1998,Y,10291
7215,2018/11/10 00:00:00,1430,1800,,FOLSOM ST,10,M,W,N,1993,Y,10384
7216,2018/11/16 00:00:00,1255,1369,,28TH ST/TAFT DR,10,F,W,N,1993,N,10431
7217,2018/09/16 00:00:00,58,,,TABLE MESA DR/US HIGHWAY 36,5,M,A,N,1978,N,10292
7218,2018/11/10 00:00:00,1450,3000,,28TH ST,15,F,W,N,1995,Y,10385
7219,2018/11/16 00:00:00,1240,1369,,28TH ST/TAFT DR,10,F,W,N,1972,Y,10432
7220,2018/09/21 00:00:00,2208,899,,28TH FRONTAGE RD/E AURORA AVE,5,M,W,H,1962,N,10293
7221,2018/11/15 00:00:00,2346,2299,,30TH ST/PEARL ST,10,M,W,N,1988,Y,10386
7222,2018/11/16 00:00:00,1240,1369,,28TH ST/TAFT DR,10,F,W,N,1972,Y,10433
