ObjectId,stopdate,stoptime,streetnbr,streetdir,street,Min_,sex,race,ethnic,Year_of_birth,enfaction,rpmainid
1258,2018/03/09 00:00:00,230,1000,,CANYON BLVD,15,F,W,N,1993,Y,4400
1259,2018/03/09 00:00:00,28,1799,,BROADWAY/CANYON BLVD,6,M,W,H,1990,N,4401
1260,2018/03/04 00:00:00,1100,1600,,30TH ST,5,M,W,N,1960,N,4402
1261,2018/03/09 00:00:00,837,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1966,N,4403
1262,2018/03/09 00:00:00,1325,,,48TH ST/ARAPAHOE AVE,10,M,W,N,1989,Y,4404
1263,2018/03/09 00:00:00,1155,1198,,28TH ST/COLORADO AVE,10,M,W,N,1985,Y,4405
1264,2018/03/09 00:00:00,1215,2800,,COLORADO AVE,10,M,W,N,1996,N,4406
1265,2018/03/09 00:00:00,1350,,,FOOTHILLS PKWY/PEARL PKWY,10,M,W,N,1966,N,4407
1266,2018/03/09 00:00:00,1245,,,HWY 36 WB OFF RP @ T MESA/SOUTH BOULDER RD,10,M,A,N,1997,N,4408
1267,2018/02/17 00:00:00,855,4899,,4TH ST/LEE HILL DR,10,M,W,N,2000,N,4409
1268,2018/03/08 00:00:00,1120,1099,,28TH FRONTAGE RD/E COLLEGE AVE,10,F,W,N,2001,Y,4410
1269,2018/03/09 00:00:00,915,,,ARAPAHOE AVE/28TH ST,10,F,W,N,1962,Y,4411
1270,2018/03/09 00:00:00,1215,2999,,CENTER GREEN CT/VALMONT RD,10,M,W,N,1964,N,4412
1271,2018/03/09 00:00:00,800,,,JUNCTION PL/PEARL PKWY,10,F,W,N,1959,N,4413
1272,2018/03/09 00:00:00,1000,,,HWY 36 MM38,10,M,W,N,1972,N,4414
1273,2018/03/09 00:00:00,1410,,,FOOTHILLS PKWY/VALMONT RD,0,F,W,N,1966,N,4415
1274,2018/03/09 00:00:00,1325,2100,,ARAPAHOE AVE,30,M,W,N,1983,Y,4416
1275,2018/03/09 00:00:00,1727,,,29TH ST/ARAPAHOE AVE,5,F,W,N,1955,Y,4417
1276,2018/03/08 00:00:00,1749,4700,,BASELINE RD,10,F,W,N,1932,Y,4418
1277,2018/03/09 00:00:00,1425,1698,,30TH ST/CANYON BLVD,10,M,W,N,1998,Y,4419
1278,2018/03/09 00:00:00,1450,1500,,23RD ST/ARAPAHOE AVE,10,M,W,N,2001,Y,4420
1279,2018/03/09 00:00:00,1655,698,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1991,Y,4421
1280,2018/03/09 00:00:00,1910,,,6TH ST/CANYON BLVD,10,M,W,N,1991,N,4422
1281,2018/03/09 00:00:00,1930,899,,20TH ST/BROADWAY,10,F,W,N,1993,Y,4423
1282,2018/03/09 00:00:00,1850,1900,,28TH ST,5,M,I,H,1990,N,4424
1283,2018/03/09 00:00:00,2020,,,28TH ST/CANYON BLVD,10,F,W,N,1998,N,4425
1284,2018/03/09 00:00:00,1955,,,FOOTHILLS PKWY/VALMONT RD,5,M,A,N,1960,Y,4426
1285,2018/03/09 00:00:00,2030,,,28TH ST/PEARL ST,5,M,A,N,1980,N,4427
1286,2018/03/09 00:00:00,2120,1599,,BROADWAY/MARINE ST,5,F,W,N,1995,Y,4428
1287,2018/03/09 00:00:00,2320,1099,,12TH ST/COLLEGE AVE,5,M,W,N,1996,N,4429
1288,2018/03/05 00:00:00,1010,200 BLK,,FOOTHILLS PKY,15,F,W,H,1980,N,4233
1289,2018/03/10 00:00:00,0,1300,,BROADWAY,15,F,B,N,1998,N,4439
1290,2018/03/01 00:00:00,1110,,,HWY 36 MM38,10,M,B,N,1995,Y,4135
1291,2018/03/03 00:00:00,2000,1800,,28TH ST,20,M,B,N,1980,N,4197
1292,2018/03/05 00:00:00,1230,200 BLK,,FOOTHILLS PKY,5,M,W,N,1992,N,4234
1293,2018/03/07 00:00:00,242,2099,,15TH ST/SPRUCE ST,5,F,W,N,1980,Y,4332
1294,2018/03/10 00:00:00,120,1299,,12TH ST/PLEASANT ST,5,M,W,N,1997,Y,4440
1295,2018/03/01 00:00:00,1137,698,,FOOTHILLS PKWY/BASELINE RD,10,M,W,N,1994,N,4136
1296,2018/03/03 00:00:00,2000,1800,,28TH ST,20,M,W,N,1980,N,4198
1297,2018/03/05 00:00:00,1427,1400 BLK,,LEHIGH,15,F,W,N,1997,Y,4235
1298,2018/03/07 00:00:00,301,3200,,28TH ST,5,F,W,H,1998,Y,4333
1299,2018/03/10 00:00:00,111,1500,,ARAPAHOE AVE,20,M,W,N,1983,Y,4441
1300,2018/03/01 00:00:00,910,899,,DEWEY AVE/9TH ST,10,F,W,N,1982,Y,4137
1301,2018/03/03 00:00:00,2130,32ND,,WALNUT,10,M,W,N,1987,N,4199
1302,2018/03/05 00:00:00,1519,1600 BLK,,LEHIGH,15,F,W,N,1963,Y,4236
1303,2018/03/07 00:00:00,2030,2900,,CANYON BLVD,10,M,W,N,1981,N,4334
1304,2018/02/27 00:00:00,1900,1999,,FOLSOM ST/PEARL ST,5,F,W,N,1973,N,4079
1305,2018/03/10 00:00:00,143,1300,,WALNUT ST,15,M,W,N,1991,Y,4442
1306,2018/03/01 00:00:00,1030,1398,,FOOTHILLS PKWY/COLORADO AVE,15,M,W,H,1999,Y,4138
1307,2018/03/04 00:00:00,100,1599,,20TH ST/ARAPAHOE AVE,5,M,W,N,1964,Y,4200
1308,2018/03/05 00:00:00,1529,,,DIAGONAL HWY/INDEPENDENCE RD,10,F,W,N,1980,N,4237
1309,2018/03/07 00:00:00,2311,1800,,28TH ST,7,,,,1969,N,4335
1310,2018/03/09 00:00:00,2334,1128,,13TH ST,15,M,W,N,1987,N,4443
1311,2018/03/06 00:00:00,2307,2000,,13TH ST,11,M,W,N,1978,N,4280
1312,2018/02/27 00:00:00,1842,,,21ST ST/CANYON BLVD,12,F,W,N,1998,Y,4080
1313,2018/03/01 00:00:00,1459,200 BLK,,FOOTHILLS PKY,5,F,W,N,1979,N,4139
1314,2018/03/03 00:00:00,2350,899,,20TH ST/BROADWAY,15,M,W,N,1998,Y,4201
1315,2018/03/05 00:00:00,1132,3649,,N 26TH ST/LINDEN AVE,10,F,W,H,1965,N,4238
1316,2018/03/08 00:00:00,506,1800,,26TH ST,27,M,W,N,1972,N,4336
1317,2018/03/09 00:00:00,2310,,,29TH ST/ARAPAHOE AVE,25,M,W,N,1994,Y,4444
1318,2018/03/06 00:00:00,2339,1600,,30TH ST,8,M,W,N,1949,Y,4281
1319,2018/02/27 00:00:00,2148,,,FOOTHILLS AND VALMONT,25,M,W,H,1989,Y,4081
1320,2018/02/28 00:00:00,2031,1207,,BROADWAY/PENNSYLVANIA AVE,100,M,W,N,1985,N,4140
1321,2018/03/03 00:00:00,2200,1799,,BROADWAY/CANYON BLVD,20,M,W,N,1982,N,4202
1322,2018/03/04 00:00:00,140,,,BROADWAY/TABLE MESA,5,F,W,N,1967,N,4203
1323,2018/03/04 00:00:00,150,,,BROADWAY/BASELINE RD,5,M,B,N,1991,N,4204
1324,2018/03/04 00:00:00,215,1099,,13TH ST/COLLEGE AVE,20,F,W,N,1994,Y,4205
1325,2018/03/03 00:00:00,2224,,,COLORADO AVE/FOOTHILLS PKWY,30,M,W,N,1992,N,4206
1326,2018/03/03 00:00:00,2224,,,COLORADO AVE/FOOTHILLS PKWY,30,M,A,N,1995,N,4207
1327,2018/03/03 00:00:00,2224,,,COLORADO AVE/FOOTHILLS PKWY,30,F,B,N,1999,N,4208
1328,2018/03/04 00:00:00,208,3600,,TABLE MESA DR,5,M,W,N,1964,N,4209
1329,2018/03/04 00:00:00,306,899,,10TH ST/AURORA AVE,15,M,W,H,1997,N,4210
1330,2018/02/19 00:00:00,21,1800,,30TH ST,30,M,W,N,1985,N,4211
1331,2018/02/19 00:00:00,21,1800,,30TH ST,30,F,W,N,1981,N,4212
1332,2018/03/04 00:00:00,1041,2799,,28TH ST/BLUFF ST,30,M,W,N,1990,Y,4213
1333,2018/03/04 00:00:00,1540,,,47TH ST/PEARL PKWY,7,M,W,N,1944,Y,4214
1334,2018/03/04 00:00:00,1640,,,30TH ST/ARAPAHOE AVE,5,M,W,N,1991,N,4215
1335,2018/03/04 00:00:00,1950,1049,,BROADWAY/16TH ST,5,M,W,N,1997,N,4216
1336,2018/03/04 00:00:00,2020,,,28TH ST/ARAPAHOE AVE,13,M,W,N,1988,Y,4217
1337,2018/01/26 00:00:00,1839,2000,,10TH ST/PEARL ST,10,M,W,N,1969,N,4218
1338,2018/03/04 00:00:00,45,2149,,23RD ST/SPRUCE | PINE ALLEY,5,M,B,N,1989,N,4219
1339,2018/03/04 00:00:00,2315,1650,,30TH ST,20,M,W,N,1969,N,4220
1340,2018/03/05 00:00:00,844,2599,,LINDEN AVE/N 26TH ST,8,M,W,N,1962,Y,4221
1341,2018/03/05 00:00:00,858,,,26TH ST/LINDEN AVE,9,F,W,N,1970,Y,4222
1342,2018/03/05 00:00:00,918,,,26TH ST/JUNIPER AVE,0,F,W,N,1984,Y,4223
1343,2018/03/05 00:00:00,1015,1001,,ARAPAHOE AVE,10,F,W,N,1988,N,4224
1344,2018/03/05 00:00:00,1125,,,DIAGONAL HWY/47TH ST,10,M,W,H,1992,Y,4225
1345,2018/03/05 00:00:00,1115,3599,,47TH ST/DIAGONAL HWY,10,F,W,N,1968,Y,4226
1346,2018/03/05 00:00:00,1309,4599,,28TH ST/YARMOUTH AVE,9,M,W,N,1987,N,4227
1347,2018/03/05 00:00:00,1411,,,YARMOUTH AVE/28TH ST,8,F,W,N,2998,Y,4228
1348,2018/03/05 00:00:00,1429,4599,,28TH ST/YARMOUTH AVE,8,F,W,N,1950,Y,4229
1349,2018/03/07 00:00:00,233,2100,,FOLSOM ST,5,M,W,N,1956,Y,4282
1350,2018/03/01 00:00:00,1223,1299,,17TH ST/ATHENS ST,10,M,W,N,1998,Y,4141
1351,2018/03/05 00:00:00,1205,3599,,N 26TH ST/SHERWOOD CIR,10,F,W,N,1947,Y,4239
1352,2018/03/10 00:00:00,800,,,WALNUT ST/30TH ST,10,M,W,N,1950,Y,4445
1353,2018/03/07 00:00:00,2315,699,,21ST ST/BASELINE RD,5,F,W,N,1997,Y,4337
1354,2018/03/06 00:00:00,2355,,,3400-BLK COLORADO,7,M,W,N,1996,Y,4283
1355,2018/03/01 00:00:00,1236,1299,,17TH ST/ATHENS ST,10,F,W,N,1995,Y,4142
1356,2018/03/05 00:00:00,1233,3779,,N 26TH ST/KELLER FARM DR,10,M,W,N,1947,Y,4240
1357,2018/03/10 00:00:00,815,2999,,30TH ST/VALMONT RD,10,F,W,N,1994,Y,4446
1358,2018/03/07 00:00:00,2345,,,BROADWAYCANYON,15,M,W,N,1958,N,4338
1359,2018/02/27 00:00:00,1623,,,CANYON BLVD/30TH ST,5,M,W,N,1960,Y,4082
1360,2018/03/07 00:00:00,42,1700,,GROVE ST,10,M,W,N,1972,Y,4284
1361,2018/03/01 00:00:00,1856,999,,17TH ST/BROADWAY,5,F,W,N,1966,N,4143
1362,2018/03/05 00:00:00,1244,3649,,N 26TH ST/LINDEN AVE,10,F,A,N,1994,Y,4241
1363,2018/03/10 00:00:00,935,999,,BROADWAY/17TH ST,101,M,W,N,1996,Y,4447
1364,2018/03/08 00:00:00,105,,,28TH ST/ARAPAHOE AVE,5,M,W,N,1964,N,4339
1365,2018/02/27 00:00:00,1241,1500,,BASELINE RD,5,M,W,N,1964,Y,4083
1366,2018/03/07 00:00:00,20,1000,,PEARL ST,15,M,W,N,1988,Y,4285
1367,2018/03/01 00:00:00,1900,,,BROADWAY/CANYON BLVD,10,F,W,N,1987,Y,4144
1368,2018/03/05 00:00:00,1130,2799,,19TH ST/EDGEWOOD DR,9,F,W,N,1994,Y,4242
1369,2018/03/10 00:00:00,1005,1049,,BROADWAY/16TH ST,10,M,W,N,1991,N,4448
1370,2018/03/08 00:00:00,125,2300,,CANYON BLVD,5,M,W,N,1966,N,4340
1371,2018/02/28 00:00:00,826,,,26TH ST/LINDEN AVE,9,F,W,N,1945,Y,4084
1372,2018/03/07 00:00:00,500,900,,BASELINE RD,10,M,W,N,1996,N,4286
1373,2018/03/01 00:00:00,1650,2600,,CANYON BLVD,15,F,W,,1963,Y,4145
1374,2018/03/05 00:00:00,1150,3325,,19TH ST/GRAPE AVE,8,M,W,N,1948,N,4243
1375,2018/03/10 00:00:00,1030,1049,,BROADWAY/16TH ST,10,M,W,N,1996,Y,4449
1376,2018/03/08 00:00:00,200,1599,,FOLSOM ST/ARAPAHOE AVE,5,M,W,N,1987,Y,4341
1377,2018/02/28 00:00:00,1232,1000,,ROSEWOOD AVE,40,F,W,N,1993,N,4085
1378,2018/03/07 00:00:00,500,900,,BASELINE RD,10,M,W,N,1997,N,4287
1379,2018/03/01 00:00:00,2310,800,,12TH ST,6,M,W,N,1998,Y,4146
1380,2018/03/05 00:00:00,1607,698,,FOOTHILLS PKWY/BASELINE RD,15,M,W,N,1981,N,4244
1381,2018/03/09 00:00:00,1515,2600,,ARAPAHOE AVE,10,M,W,N,1982,Y,4450
1382,2018/03/08 00:00:00,238,,,30TH ST/ARAPAHOE AVE,5,M,W,N,1991,Y,4342
1383,2018/02/28 00:00:00,1115,1199,,30TH ST/COLORADO AVE,9,M,A,N,1998,Y,4086
1384,2018/03/07 00:00:00,746,,,ARAPAHOE AVE/28TH ST,10,M,W,N,1994,N,4288
1385,2018/03/01 00:00:00,2333,1236,,CANYON BLVD,6,M,W,N,1977,N,4147
1386,2018/03/05 00:00:00,1655,2000,,32ND ST,20,M,W,N,1986,Y,4245
1387,2018/03/10 00:00:00,1215,,,FOOTHILLS PKWY/PEARL PKWY,10,M,W,N,1995,Y,4451
1388,2018/03/08 00:00:00,800,,,BROADWAY/YARMOUTH AVE,10,F,W,N,1992,N,4343
1389,2018/02/28 00:00:00,1126,1199,,30TH ST/COLORADO AVE,9,M,W,N,1997,Y,4087
1390,2018/03/07 00:00:00,1008,3599,,47TH ST/DIAGONAL HWY,10,F,W,N,1987,Y,4289
1391,2018/03/07 00:00:00,1035,3599,,47TH ST/DIAGONAL HWY,10,M,W,N,1946,N,4290
1392,2018/03/07 00:00:00,1230,3599,,47TH ST/DIAGONAL HWY,10,F,W,N,1977,Y,4291
1393,2018/03/07 00:00:00,1023,,,FOOTHILLS PKWY/PEARL PKWY,5,M,W,N,1992,N,4292
1394,2018/03/07 00:00:00,1045,,,FOOTHILLS PKWY/PEARL PKWY,5,M,W,N,1956,Y,4293
1395,2018/03/07 00:00:00,1158,,,FOOTHILLS PKWY/PEARL PKWY,5,M,W,H,1962,N,4294
1396,2018/03/07 00:00:00,1215,200 BLK,,FOOTHILLS PKY,15,F,W,N,1959,N,4295
1397,2018/03/07 00:00:00,1235,200 BLK,,FOOTHILLS PKY,5,M,W,N,1974,N,4296
1398,2018/03/07 00:00:00,1313,200 BLK,,FOOTHILLS PKY,15,F,W,N,1956,N,4297
1399,2018/03/07 00:00:00,1340,200 BLK,,FOOTHILLS PKY,15,F,W,N,1991,N,4298
1400,2018/03/07 00:00:00,1310,,,FOOTHILLS/DIAGONAL,10,M,W,N,1992,Y,4299
1401,2018/03/07 00:00:00,1347,,,FOOTHILLS PKWY/VALMONT RD,150,M,W,N,1997,N,4300
1402,2018/03/06 00:00:00,755,898,,CANYON BLVD/9TH ST,20,M,W,N,1998,Y,4301
1403,2018/03/07 00:00:00,1544,1369,,28TH ST/TAFT DR,25,M,W,N,1993,Y,4302
1404,2018/03/07 00:00:00,1458,,,FOOTHILLS PKWY/ARAPAHOE AVE,8,F,W,N,1965,Y,4303
1405,2018/03/07 00:00:00,1110,,,GREENBRIAR BLVD/S BROADWAY,6,M,W,N,2000,Y,4304
1406,2018/03/07 00:00:00,1229,2939,,BASELINE RD/CANYON CREEK RD,10,M,W,N,1998,Y,4305
1407,2018/03/07 00:00:00,1436,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,F,W,N,1979,Y,4306
1408,2018/03/07 00:00:00,1320,2700,,BROADWAY,14,M,W,N,1971,Y,4307
1409,2018/03/07 00:00:00,1730,900,,FOOTHILLS PKWY,10,M,W,N,1994,Y,4308
1410,2018/03/07 00:00:00,1644,700,,FOOTHILLS PKWY,10,M,W,N,1948,Y,4309
1411,2018/03/07 00:00:00,1700,3800,,ARAPAHOE AVE,10,F,W,N,1974,Y,4310
1412,2018/03/07 00:00:00,1948,,,28TH ST/CANYON BLVD,3,F,W,N,1996,,4311
1413,2018/03/07 00:00:00,1900,1898,,28TH ST/WALNUT ST,5,F,W,N,1984,,4312
1414,2018/03/07 00:00:00,2235,1899,,11TH ST/WALNUT ST,5,M,W,N,1995,N,4313
1415,2018/03/07 00:00:00,1955,949,,PENNSYLVANIA AVE/LINCOLN PL,10,F,W,N,1992,N,4314
1416,2018/03/07 00:00:00,2310,2599,,COLORADO AVE/REGENT DR,5,M,W,N,1995,Y,4315
1417,2018/03/07 00:00:00,2320,2219,,BROADWAY/PINE | MAPLETON ALLEY,5,M,W,N,1979,Y,4316
1418,2018/03/07 00:00:00,2125,,,US HWY 36/BASELINE,5,M,W,N,1981,N,4317
1419,2018/03/07 00:00:00,2340,,,29TH ST/BASELINE RD,10,M,W,N,1984,N,4318
1420,2018/03/07 00:00:00,2320,1099,,13TH ST/COLLEGE AVE,5,F,W,N,1998,N,4319
1421,2018/03/08 00:00:00,5,2099,,BROADWAY/SPRUCE ST,10,M,W,N,1954,Y,4320
1422,2018/03/08 00:00:00,45,1777,,BROADWAY,5,M,W,N,1958,N,4321
1423,2018/03/07 00:00:00,1900,,,18TH STREET/WALNUT AVE,15,M,W,N,1983,N,4322
1424,2018/03/08 00:00:00,15,,,28TH ST/HWY 36 EB ON RP @ BASELINE WB,10,M,W,N,1969,N,4323
1425,2018/03/07 00:00:00,2300,1699,,28TH ST/CANYON BLVD,15,M,W,N,1996,N,4324
1426,2018/03/07 00:00:00,2330,899,,20TH ST/BROADWAY,5,F,W,N,1997,Y,4325
1427,2018/03/08 00:00:00,15,2398,,28TH ST/MAPLETON AVE,5,M,W,N,1971,N,4326
1428,2018/03/07 00:00:00,2230,2900,,BASELINE RD,20,M,W,N,1998,Y,4327
1429,2018/03/07 00:00:00,2230,2900,,BASELINE RD,20,M,W,N,1997,Y,4328
1430,2018/03/08 00:00:00,51,1200,,SPRUCE ST,5,M,W,N,1992,Y,4329
1431,2018/03/01 00:00:00,2343,1236,,CANYON BLVD,3,M,W,N,1981,Y,4148
1432,2018/03/10 00:00:00,1415,,,BASELINE RD/INCA PKWY,10,M,W,N,1975,Y,4452
1433,2018/03/08 00:00:00,1015,4899,,PEARL ST/49TH ST,10,F,W,N,1980,Y,4344
1434,2018/03/05 00:00:00,1958,949,,18TH ST/BROADWAY,5,M,W,N,1998,N,4246
1435,2018/03/01 00:00:00,2344,1236,,CANYON BLVD,3,F,W,N,1990,N,4149
1436,2018/03/10 00:00:00,1508,,,FOOTHILLS PKWY/BASELINE RD,10,F,W,N,1989,Y,4453
1437,2018/03/08 00:00:00,1020,,,HWY 36 EB OFF RP @ T MESA/TABLE MESA DR,10,M,W,N,1968,N,4345
1438,2018/03/05 00:00:00,1826,,,FOOTHILLS PKWY/VALMONT RD,5,M,W,N,1986,N,4247
1439,2018/03/01 00:00:00,2311,1200,,CANYON BLVD,15,M,W,N,1969,N,4150
1440,2018/03/10 00:00:00,1845,2299,,FOLSOM ST/MAPLETON AVE,10,M,W,N,1973,N,4454
1441,2018/03/08 00:00:00,1140,5498,,ARAPAHOE AVE/55TH ST,10,M,W,H,1989,N,4346
1442,2018/03/05 00:00:00,2019,2699,,9TH ST/ALPINE AVE,8,M,W,N,1978,Y,4248
1443,2018/03/02 00:00:00,138,1199,,NORTH ST/BROADWAY,10,M,A,N,1998,Y,4151
1444,2018/03/10 00:00:00,1944,2400,,PEARL ST,5,F,W,N,1945,Y,4455
1445,2018/03/08 00:00:00,1210,5300,,PEARL PKWY,10,F,W,N,1950,N,4347
1446,2018/03/05 00:00:00,2042,2600,,VALMONT RD/FOLSOM ST,9,M,W,N,1986,N,4249
1447,2018/03/02 00:00:00,200,899,,20TH ST/BROADWAY,5,M,W,N,1995,N,4152
1448,2018/03/10 00:00:00,0,2299,,30TH ST/PEARL ST,15,M,W,N,1983,N,4456
1449,2018/03/08 00:00:00,910,2899,,FOLSOM ST/VALMONT RD,5,M,W,N,1990,Y,4348
1450,2018/03/05 00:00:00,2230,,,700-BLK 28TH FRONTAGE,10,M,W,N,1961,N,4250
1451,2018/03/01 00:00:00,2145,1200,,IRIS AVE/BROADWAY,5,M,W,N,1963,N,4153
1452,2018/03/10 00:00:00,1540,2799,,IRIS AVE/28TH ST,7,F,W,N,1977,Y,4457
1453,2018/03/08 00:00:00,845,4581,,VALMONT RD/FOOTHILLS PKWY,5,M,W,N,1990,N,4349
1454,2018/03/05 00:00:00,2255,,,HWY 157/TABLE MESA,13,M,B,N,1952,N,4251
1455,2018/03/02 00:00:00,220,3100,,VALMONT RD,15,M,W,N,1999,Y,4154
1456,2018/03/10 00:00:00,2305,4700,,DIAGONAL HWY,5,F,W,N,1996,N,4458
1457,2018/03/08 00:00:00,1230,,,33RD ST/ARAPAHOE AVE,10,M,W,N,1994,Y,4350
1458,2018/03/08 00:00:00,1214,1199,,30TH ST/COLORADO AVE,10,M,W,N,1999,Y,4351
1459,2018/03/08 00:00:00,1033,899,,20TH ST/BROADWAY,10,M,W,N,1996,N,4352
1460,2018/03/08 00:00:00,1020,599,,BROADWAY/BASELINE RD,10,M,W,N,1940,Y,4353
1461,2018/03/08 00:00:00,858,4199,,VALMONT RD/CENTER GREEN DR,10,M,W,H,1983,N,4354
1462,2018/03/08 00:00:00,1330,,,EXPOSITION/33RD ST,10,M,W,N,1985,N,4355
1463,2018/03/08 00:00:00,925,1100 BLK,,S BROADWAY,15,M,W,N,1995,Y,4356
1464,2018/03/08 00:00:00,1226,200 BLK,,FOOTHILLS PKY,15,F,W,N,1975,Y,4357
1465,2018/03/08 00:00:00,1309,200 BLK,,FOOTHILLS PKY,15,M,W,N,1989,N,4358
1466,2018/03/08 00:00:00,908,2999,,CENTER GREEN CT/VALMONT RD,10,M,W,N,1978,N,4359
1467,2018/03/08 00:00:00,919,2999,,CENTER GREEN CT/VALMONT RD,10,M,W,N,1991,Y,4360
1468,2018/03/08 00:00:00,940,,,FOOTHILLS PKWY/VALMONT RD,10,M,A,N,1984,Y,4361
1469,2018/03/08 00:00:00,1115,,,FOOTHILLS NB OFF RP @ DIAG WB/DIAGONAL HWY,10,F,W,N,1963,N,4362
1470,2018/03/08 00:00:00,1012,,,FOOTHILLS PKWY/VALMONT RD,10,M,W,N,1951,N,4363
1471,2018/03/08 00:00:00,1051,4199,,VALMONT RD/CENTER GREEN DR,10,M,W,N,1987,Y,4364
1472,2018/03/08 00:00:00,1154,4398,,ARAPAHOE AVE/FOOTHILLS PKWY,10,F,W,N,1954,N,4365
1473,2018/03/08 00:00:00,1253,,,DIAGONAL HWY/47TH ST,10,M,W,N,2001,Y,4366
1474,2018/03/08 00:00:00,1307,,,FOOTHILLS NB OFF RP @ DIAG WB/DIAGONAL HWY,10,,,,0,,4367
1475,2018/03/08 00:00:00,1054,1400,,15TH ST/UNIVERSITY AVE,8,M,W,N,1995,Y,4368
1476,2018/03/08 00:00:00,1152,1299,,17TH ST/ATHENS ST,5,F,W,N,1976,Y,4369
1477,2018/03/08 00:00:00,1158,1299,,17TH ST/ATHENS ST,10,M,W,N,1999,Y,4370
1478,2018/03/08 00:00:00,1217,1206,,17TH ST/HILLSIDE RD,10,F,W,N,1998,Y,4371
1479,2018/03/08 00:00:00,1252,1299,,17TH ST/ATHENS ST,15,F,W,N,1997,Y,4372
1480,2018/03/08 00:00:00,1322,,,INDEPENDENCE RD/DIAGONAL HWY,10,M,W,H,1998,Y,4373
1481,2018/03/08 00:00:00,1427,,,PEARL PKWY/FOOTHILLS SB ON RP @ PEARL,10,M,W,N,1985,N,4374
1482,2018/03/08 00:00:00,1445,4770,,PEARL ST,10,M,W,N,1990,N,4375
1483,2018/03/03 00:00:00,2015,1755,,30TH ST,10,M,W,H,1989,N,4376
1484,2018/03/03 00:00:00,2159,1699,,BROADWAY/ARAPAHOE AVE,10,F,I,N,1972,N,4377
1485,2018/03/04 00:00:00,5,1599,,9TH ST/MARINE ST,5,M,W,N,1996,Y,4378
1486,2018/03/08 00:00:00,2025,1899,,15TH ST/WALNUT ST,5,,W,H,1994,N,4379
1487,2018/03/06 00:00:00,1457,,,DIAGONAL HWY/INDEPENDENCE RD,15,F,W,N,1991,Y,4252
1488,2018/03/02 00:00:00,845,4049,,19TH ST/REDWOOD AVE,10,M,W,N,1960,Y,4155
1489,2018/03/10 00:00:00,2145,5995,,ARAPAHOE AVE,5,M,W,N,2001,Y,4459
1490,2018/03/06 00:00:00,1027,1100 BLK,,S BROADWAY,15,M,W,N,1998,Y,4253
1491,2018/03/02 00:00:00,1220,3599,,47TH ST/DIAGONAL HWY,10,M,W,N,1979,N,4156
1492,2018/03/10 00:00:00,2145,5995,,ARAPAHOE AVE,5,F,W,N,2002,N,4460
1493,2018/03/06 00:00:00,1402,3549,,28TH ST/KALMIA CT,15,M,W,N,1974,Y,4254
1494,2018/03/02 00:00:00,1233,,,FOOTHILLS NB OFF RP @ DIAG WB/DIAGONAL HWY,10,M,W,N,1995,Y,4157
1495,2018/03/10 00:00:00,2145,5995,,ARAPAHOE AVE,5,F,W,N,2002,Y,4461
1496,2018/03/06 00:00:00,1440,3549,,28TH ST/KALMIA CT,10,F,W,N,1969,N,4255
1497,2018/03/02 00:00:00,840,,,FOOTHILLS PKWY/ARAPAHOE AVE,10,M,W,N,1971,N,4158
1498,2018/03/10 00:00:00,2145,5995,,ARAPAHOE AVE,0,F,W,N,2002,Y,4462
1499,2018/03/06 00:00:00,1323,4399,,BROADWAY/VIOLET AVE,10,F,A,N,1968,Y,4256
1500,2018/03/02 00:00:00,821,3698,,TABLE MESA DR/S BROADWAY,10,F,W,N,1969,Y,4159
1501,2018/03/11 00:00:00,32,1800,,17TH STREET,10,M,A,N,1996,N,4463
1502,2018/03/06 00:00:00,1244,4141,,ARAPAHOE AVE,10,F,W,N,1972,N,4257
1503,2018/03/02 00:00:00,1635,2399,,FOLSOM ST/BLUFF ST,5,M,W,N,1987,Y,4160
1504,2018/03/11 00:00:00,20,1700,,CASCADE AVE,15,M,W,N,1998,N,4464
1505,2018/03/06 00:00:00,1501,3600,,TABLE MESA DR,10,F,W,N,1982,Y,4258
1506,2018/03/01 00:00:00,2300,3000,,28TH ST,10,F,W,N,0,Y,4161
1507,2018/03/11 00:00:00,20,799,,17TH ST/CASCADE AVE,10,M,W,H,1998,N,4465
1508,2018/03/06 00:00:00,1555,1700,,15TH ST/ARAPAHOE AVE,9,F,W,N,1990,Y,4259
1509,2018/03/02 00:00:00,200,6300 BLK,,DIAGONAL HWY,15,M,B,N,1998,N,4162
1510,2018/03/11 00:00:00,20,799,,17TH ST/CASCADE AVE,10,M,W,N,1997,N,4466
1511,2018/03/06 00:00:00,1548,3600,,DIAGONAL HWY,8,M,W,N,1958,N,4260
1512,2018/03/02 00:00:00,1745,1898,,30TH ST/WALNUT ST,5,M,W,N,1999,Y,4163
1513,2018/03/10 00:00:00,203,1799,,BROADWAY/CANYON BLVD,8,M,B,N,1968,N,4467
1514,2018/03/06 00:00:00,1225,,,30TH ST/ARAPAHOE AVE,120,F,W,N,1998,Y,4261
1515,2018/02/27 00:00:00,2320,1699,,BROADWAY/ARAPAHOE AVE,5,F,W,N,1955,Y,4164
1516,2018/03/10 00:00:00,519,1300,,PEARL ST,7,M,W,N,1968,N,4468
